feature,class
"[-2.2338548e+02  1.1423247e+02 -4.4119925e+00  4.0198792e+01
 -5.0810466e+00  2.4666904e+01  7.2012734e-01  1.7045570e+01
 -2.3624549e+00  1.1148087e+01 -3.0846000e+00  6.1236105e+00
 -5.6872363e+00  3.5068200e+00 -5.4873457e+00  2.8731557e-02
 -4.8413730e+00 -7.0547390e-01 -3.6403244e+00 -2.8060379e+00
 -1.9329535e+00 -2.6328111e+00 -3.6765196e+00 -8.1026065e-01
 -1.0573100e+00 -1.7718090e+00 -1.9111344e+00 -2.2317157e+00
 -1.7745776e+00 -2.7266939e+00 -3.7382231e+00 -5.6407557e+00
 -2.8984323e+00 -1.3178105e+00  1.4325069e+00 -6.2698203e-01
 -1.0966289e+00 -1.8841028e+00 -2.7938572e-01 -7.2884470e-01]",reggae
"[-2.3664937e+02  9.1689575e+01  1.8816687e+00  4.5468155e+01
  1.2822022e+00  3.2261841e+01  9.0521803e+00  1.9610586e+01
 -5.0543060e+00  1.0958242e+01 -4.0026364e+00  7.5312138e+00
 -3.3062664e-01  5.8047590e+00 -1.8248241e+00  5.3748579e+00
  2.8224126e-01  5.0149088e+00 -3.3370903e-01 -8.5128695e-01
 -2.2161682e+00 -7.2576156e+00 -4.9664826e+00 -6.2012277e+00
 -4.4678793e+00 -2.0060289e+00 -2.1601281e+00 -9.5888770e-01
 -2.8401444e+00 -3.3943510e+00 -5.9508872e-01 -3.7092939e-01
 -1.5130103e+00 -2.2909923e+00 -2.1329568e-01  1.6127168e-01
  4.1952252e-01  2.5041316e+00  1.5886104e+00 -3.9243550e+00]",reggae
"[-2.4243837e+02  9.8311119e+01 -3.8230081e+00  4.6033688e+01
  3.2677617e+00  2.9203756e+01  8.8604040e+00  2.6992907e+01
  4.7140493e+00  1.3135102e+01 -6.4974308e-01  1.2060080e+01
  3.0021524e+00  1.0187944e+01 -3.2665584e+00  2.0415235e+00
 -3.5573347e+00  9.5110643e-01 -6.3199954e+00 -2.8523598e+00
 -7.5558454e-01 -2.0189562e+00 -3.2792296e+00 -2.0968668e-01
 -2.0284967e+00 -4.5393648e+00 -3.2674818e+00 -1.9169121e+00
 -4.0991654e+00 -2.5230889e+00 -2.9965532e-01 -3.1003342e+00
 -4.8557482e+00  3.7946585e-01  3.2720470e+00 -1.6207196e+00
 -3.3244359e+00 -2.9417181e+00 -5.0615495e-01 -2.9658358e+00]",reggae
"[-2.3998526e+02  1.0875726e+02 -8.2049847e+00  3.2188335e+01
 -8.8093033e+00  1.8639709e+01 -4.6758175e+00  1.5522416e+01
 -3.7181525e+00  1.4518621e+01 -4.7976069e+00  6.4072766e+00
 -2.9404192e+00  2.4388382e+00 -7.1083779e+00 -1.6429248e-01
 -3.1456106e+00 -1.5460184e+00 -3.7290435e+00 -8.0997843e-01
 -1.3166850e+00 -4.6382995e+00 -5.0200534e+00 -6.2342224e+00
 -6.2268376e+00 -7.7564635e+00 -5.2329473e+00 -7.1191102e-01
 -3.5888143e+00 -6.3516760e+00 -4.2732744e+00 -3.6091604e+00
 -1.0613381e+00 -3.3855884e+00 -1.8773251e+00 -6.0785728e+00
 -2.4050310e+00 -5.2322049e+00 -7.9107898e-01  1.5046641e+00]",reggae
"[-3.0045297e+02  9.9252052e+01  5.3022732e+01  4.3228580e+01
  1.8889395e+01  2.4840748e+01 -7.9489493e+00  2.2167065e+01
  1.7830727e+00  2.4789507e+01  8.3928671e+00  2.0708576e+01
  2.8050349e+00  9.5535040e+00  1.1103799e+00  5.8972478e+00
  1.1153712e+00  4.1848874e+00 -2.2080810e+00 -2.0193937e+00
 -5.4782495e+00  1.2675161e+00 -5.7823047e-02 -8.5049361e-01
 -7.0559144e-01 -4.3734488e+00 -2.4179828e+00 -5.1418166e+00
 -6.0437374e+00 -5.0707016e+00  2.0883064e+00 -1.3369005e+00
  1.1538506e+00 -2.0356579e+00  2.1340504e+00 -1.5228528e+00
  9.1049725e-01 -1.8707280e+00 -8.2629859e-01 -1.4659936e+00]",reggae
"[-2.9614597e+02  9.3169739e+01 -3.1418371e+01  2.9494474e+01
 -1.8943125e+01  1.9469986e+00 -1.9490215e+01 -6.2390699e+00
 -2.4016157e+01 -7.1000195e+00 -1.4198104e+01  3.2807305e+00
 -1.0582575e+01 -2.7949562e+00 -1.0796730e+01 -6.7041860e+00
 -8.5039349e+00 -3.1265094e+00 -7.0537586e+00 -4.7609177e+00
 -3.8592329e+00 -1.6551325e-01 -8.4011716e-01 -2.8231020e+00
 -1.1150113e+00 -4.5319643e+00 -5.5304947e+00 -7.1980753e+00
 -3.5289317e-02 -8.7345040e-01  8.8814026e-01 -1.2102703e+00
 -3.1200514e+00 -6.5185791e-01  1.1675556e+00  3.4080937e+00
  5.4003386e+00  4.5685158e+00  3.2310417e+00 -3.0329940e+00]",reggae
"[-177.4196       89.655815      9.641184     65.465866     -0.99790895
   15.532966      8.030997     16.351896      0.27241853    2.6379747
    2.8926406     0.6466755     2.585583      2.8155916    -0.45350328
    2.5316823    -1.4034439    -1.6494067     1.2097185    -1.8923705
    1.0833995    -0.87337464   -1.9523195    -1.7375317    -3.949283
   -3.8638854    -1.161089     -4.3215475     1.5753887     3.4312856
    3.0075157    -0.6657723    -3.2592359    -4.8409705    -4.6737857
   -3.1842074    -1.6970539    -3.233688     -3.3361082    -1.472903  ]",reggae
"[-1.7487035e+02  7.9325844e+01 -2.4305244e+01  1.7970098e+01
  2.4484270e+01  1.5731203e+01  7.4711018e+00  4.2280359e+00
  3.9252238e+00  4.8089337e+00  2.7649367e+00  1.7253922e+00
 -2.3426092e+00 -1.5954624e+00 -4.4456720e+00 -3.6644286e-01
 -2.4289129e+00  1.4903153e+00 -3.2953608e-01 -3.6637063e+00
 -2.5682611e+00  3.0205376e+00 -4.3591470e-01  1.2136810e+00
 -4.6136300e-03 -3.6088781e+00 -3.3901088e+00 -1.9167992e+00
 -2.9515705e+00 -1.8718972e+00  8.7701663e-02 -1.8291226e-01
  3.0427927e-01  1.3315071e-01  5.3342879e-01  8.1677049e-01
  3.5797727e+00  3.5522707e+00  2.7197905e+00 -7.1101880e-01]",reggae
"[-164.63867     142.70459     -41.48605      41.21754      16.174034
   -5.580434      7.6316433     5.6135707     0.7995732   -10.47463
   -2.3371587    -0.49053875   -3.068359     -0.6001075     1.14692
    0.73501426    1.0511472     1.9861742     3.4934142     5.303734
    1.476868     -5.34134      -6.4684277    -1.4476994    -3.1012871
   -6.0283318    -2.5485191     1.8214272    -3.4053316   -10.261735
   -5.4718943     0.7549355    -1.5816771    -3.77476      -5.490756
   -8.912289     -6.090244     -2.8142786     1.652454      3.798244  ]",reggae
"[-104.17264      83.90962      18.852964     28.91025      10.622362
    9.324545      9.320573      6.528051      3.003524      2.485452
    2.7980237    -0.19782679    3.1041365    -2.215826     -1.7537833
   -1.53154      -0.26716334   -0.92519075   -0.94071186   -3.522362
   -3.9470904    -2.9243357    -2.7897427    -1.8517959    -2.6258094
   -2.2254748    -4.9522524    -1.8781997    -4.3996797    -0.96166635
   -1.3838922    -1.4489865    -0.2692765     1.2766423     3.0981574
   -1.3654089     0.58920085    1.0174074    -1.7008395    -4.7632256 ]",reggae
"[-120.34942      16.420616     25.026825     37.238605      9.279794
   13.024576      3.2330549     5.978342      4.086191      1.7150488
    1.9000336     2.6751618     2.0213578    -1.7136208     2.1092255
    3.2454617    -2.0658197     2.7736528     1.6120902    -4.0458384
   -0.324524     -2.1587267    -5.385827     -2.1197102    -3.645939
   -3.9396024    -3.1454139    -3.2591977    -2.799837      0.38888642
    1.6110983     0.8275716    -2.1117814    -5.7019663    -1.8865855
   -1.7663726    -0.79785687    0.5581622     0.8866272    -0.80014116]",reggae
"[-1.6906036e+02  7.9516243e+01  1.5222343e+01  4.2739277e+01
  7.6787782e+00  1.7028755e+01 -5.9828858e+00  5.3912115e-01
  5.8045093e-02 -9.5936888e-01  8.2817250e-01 -1.5911511e+00
 -2.8918555e+00 -4.0323582e+00 -5.7694821e+00 -2.5851190e+00
 -6.5175977e+00 -6.5875325e+00 -2.8490620e+00 -1.2066326e+00
 -7.6181209e-01  1.9914606e+00  1.1817142e+00  1.7198756e+00
 -1.4426496e+00 -2.6596992e+00 -4.0687094e+00 -5.3794770e+00
 -1.0816612e+00 -3.3828292e+00 -6.4422545e+00 -6.2098937e+00
 -4.4929328e+00 -1.4168055e+00 -2.1151745e+00 -4.8804712e+00
 -5.9739227e+00 -5.0504365e+00 -4.4815755e+00 -3.3876741e+00]",reggae
"[-1.4033403e+02  6.9649208e+01 -9.9677591e+00  5.2151146e+01
  3.2525928e+00  4.5584531e+00 -3.4963846e+00  2.9177580e+00
 -6.5630164e+00 -2.6553156e+00 -1.7345277e+00 -6.9452724e+00
 -5.8332629e+00 -2.6944749e+00  2.5407543e+00 -1.8083088e+00
 -2.1584675e+00 -2.9405644e+00 -1.7915223e+00 -2.7142708e+00
 -2.5546441e+00 -3.6428244e+00 -3.9057262e+00 -2.1901870e+00
  1.9830053e+00  4.2142839e+00  7.2712678e-01  2.3366106e+00
 -2.2594781e+00 -3.6906643e+00 -4.2277031e+00 -1.8362515e+00
 -2.2132812e+00 -4.9114585e-02  2.1564996e+00 -1.0042356e+00
  1.2969292e+00  1.5797548e+00  6.6654336e-01  1.5634431e+00]",reggae
"[-123.69994      66.21          8.186225     49.73067       8.53451
   25.871931     -5.3876905    12.882779     -2.5431156     6.808867
   -3.566336      7.6386356    -2.051774      4.919917      3.6664174
    4.127365     -2.0542846     6.777918     -2.834405     -2.3827367
   -5.885055     -3.1385517    -2.293269      2.4898322     0.16825029
    1.3763626    -1.3673856     1.192698     -2.10621      -3.3290021
   -5.4381495    -2.9756165     2.7457142     2.6951165     5.0384245
    1.0676506    -3.4770267    -6.6678643    -7.3499007    -1.9968756 ]",reggae
"[-1.21542076e+02  8.95855789e+01  2.37890148e+01  3.27820053e+01
  8.86697388e+00 -2.60411954e+00  6.63438511e+00  1.78227448e+00
 -2.93857741e+00 -3.09152770e+00 -6.91933393e-01 -5.42630100e+00
 -6.54225826e+00 -4.70372772e+00 -3.28826332e+00 -6.45964432e+00
 -6.64675236e+00 -4.41263103e+00 -3.16199064e+00 -3.98369265e+00
 -4.24877548e+00 -4.74255466e+00 -5.09649181e+00 -5.33634853e+00
 -5.86922979e+00 -2.12289119e+00  1.02380812e+00  9.82056439e-01
 -3.17673588e+00 -7.48327446e+00 -5.45329666e+00 -3.24907660e+00
  1.09591782e-01  1.71981800e+00 -3.65492678e+00 -3.94050670e+00
 -2.65334964e+00 -3.18448806e+00 -4.18808365e+00 -1.87282372e+00]",reggae
"[-1.0497809e+02  6.6420090e+01 -2.3114860e+00  2.4598465e+01
  8.4047928e+00  6.7628632e+00  1.6792358e+00  5.1807957e+00
  1.0479259e+00  2.1903608e+00  2.9473705e+00  4.5740833e+00
  4.2007251e+00  3.0906837e+00 -1.4220932e+00  2.2744383e-01
  1.0869112e+00 -2.3334620e+00 -2.9005756e+00 -2.1903934e+00
 -1.7279016e+00 -1.0474219e+00 -4.6884134e-01  1.0968746e+00
  6.8967515e-01 -7.4347115e-01 -1.5690539e+00  2.9551117e-02
  3.0985527e+00  1.4760170e+00 -2.5781412e+00 -5.1712904e+00
 -3.8456087e+00 -1.6257141e+00 -2.7733850e-01 -7.4904317e-01
 -2.8470237e+00 -3.3167107e+00 -3.3403263e+00 -1.5787350e+00]",reggae
"[-154.95241      -1.4715775    22.345402     30.435307      2.1002307
   28.60331      16.997475     13.430588      8.50513       6.496805
    9.7781315    10.906737      2.1772597     1.6434251     6.3437076
    6.9069047    -7.79702       4.6992683     3.4090736     0.6717565
    2.3659022    -0.6434328    -2.9537544     1.3173757    -0.69178104
   -0.55668104    1.5625553    -3.2921488     1.3818902     0.74657977
   -3.3858423    -0.83360314   -1.8123927     0.4679719    -0.4243942
    1.3484879    -2.9650767     2.1771238     0.94180596   -2.3443785 ]",reggae
"[-8.5340233e+01  6.0939640e+01  3.4792561e+01  1.9793852e+01
  1.6717466e+01  7.9690657e+00  9.3023100e+00  1.1351191e+01
  1.3844682e+00 -8.3008476e-02  6.4046226e+00  3.6226323e+00
  5.6589608e+00  7.2081447e+00 -8.4485054e-01  3.2402623e+00
 -2.6929083e+00  3.5819867e-01  4.7469411e+00  3.1823340e-01
 -4.9147496e+00  8.4930569e-02 -8.1526116e-02  2.6349695e+00
  9.0258080e-01  2.1833766e+00 -2.0792960e-01 -3.7261465e+00
 -3.5958965e+00 -9.5580953e-01 -7.1832174e-01 -3.3317699e+00
 -3.6807396e+00 -3.9132702e+00 -9.3801016e-01  1.4622580e+00
  3.6336863e+00  1.4423075e+00  1.6308827e+00  5.9802097e-01]",reggae
"[-2.5133118e+02  1.0583570e+02  2.1622975e+00  3.2475849e+01
  1.6535751e+01  8.2773514e+00  1.0350331e+01  5.4964509e+00
  8.6778474e-01  8.3427830e+00 -6.2853765e-01  9.8872547e+00
 -1.8475658e+00  4.4188204e+00  1.8343394e+00  4.2535028e+00
 -1.8836166e-01  2.2556400e+00  9.4557172e-01  1.3033653e+00
  2.8557187e-01  1.9794686e+00 -8.1389147e-01 -1.4647115e+00
 -4.3125262e+00 -5.1380758e+00 -2.6703420e+00 -3.7704430e+00
  4.0828881e-01  9.3499053e-01  6.1826497e-01 -6.0602233e-02
 -1.3528104e+00 -2.8290675e+00 -3.2293894e+00 -6.4056134e-01
 -1.2110323e+00 -1.1986327e+00 -2.6453626e+00 -1.1336546e+00]",reggae
"[-1.8221280e+02  8.3503174e+01  4.8831582e+00  1.2692699e+01
  3.0064579e+01  1.7202955e+01  6.1048517e+00  7.6960196e+00
  7.1469874e+00  8.8819408e+00 -2.1440816e+00  5.7184424e+00
  1.4553062e+00 -4.9348474e+00  2.9161978e+00  2.1959825e+00
 -3.2292233e+00  7.5574559e-01 -1.6916462e+00 -6.3243395e-01
  1.3610455e+00  2.1858115e+00  4.0411224e+00 -2.0885789e+00
 -6.7520070e-01  3.1861240e-01  2.2527497e+00  1.5539877e-01
 -3.6020787e+00 -1.3426498e+00  4.3510571e+00  3.5263865e+00
 -3.6410749e-01 -4.2999783e+00 -5.5169892e+00 -6.4538872e-01
 -3.2318916e+00 -1.3598613e+00  1.9963082e+00 -2.1097932e+00]",reggae
"[-1.3038496e+02  8.4303352e+01  2.9343412e+01  2.3830009e+01
  8.2692814e+00  1.3854760e+01  2.2300909e+00  2.9289229e+00
  2.5831263e+00  9.7250037e-02  2.3351214e+00  2.7418041e+00
  3.7526884e+00  3.7877400e+00  2.1326084e+00  3.1365461e+00
  1.6210850e-01  2.3912671e+00 -4.1235909e+00 -1.7652069e+00
  9.3160719e-01 -2.1866732e+00 -3.1690609e+00 -5.3867608e-01
 -1.7771974e+00  2.2820566e+00  2.3479159e+00 -2.4422221e+00
  1.5580173e+00 -1.2431074e+00 -4.1343365e+00 -3.9555206e+00
 -2.7426805e+00  1.4274799e+00 -1.1819212e+00 -1.0597434e+00
 -1.8635638e+00 -1.8410347e+00 -2.4839146e+00 -7.7281612e-01]",reggae
"[-162.50012      98.50553      -1.6392875    20.811337     12.054913
   11.739406      6.087686      4.9532595     1.6935803     3.045784
   -0.85816646    4.114119      3.421534     -1.3967791     2.279808
   -3.7148106    -6.494618      2.5868888     1.4093591     2.230087
    2.9560087    -4.109739     -0.7191582     3.2732375    -1.1338955
   -0.7230869     1.4884965    -1.2171465    -0.5093924    -0.6715982
   -5.317605     -6.3159146    -3.634305      1.8036447     1.2361541
   -0.6208293    -1.9266373    -0.5465617    -0.917226     -4.430955  ]",reggae
"[-177.44118      98.32117      14.729943     21.141994     14.945246
   10.197005      4.9809175     0.84408       4.833774      6.8653493
    3.542343     -0.3503009     0.57976717    1.374254      2.0125644
   -0.30766255   -1.3686295     2.8970482    -0.9806243    -0.52107495
   -2.6976333    -3.12254      -0.8111005     1.4815261     0.9779097
   -4.6541476    -0.64856267   -2.2301984    -4.6340036     3.0480359
   -0.41519582   -5.789839     -3.3515375    -0.56618667   -0.5899585
    1.7033999     0.67604387   -1.6756309    -1.3928851    -4.9310226 ]",reggae
"[-169.36552      83.94522      11.21859      12.120247     21.056637
    9.510337      0.9373275     2.1997402     0.874144      1.6558639
   -0.40982696    0.7329441    -4.780017     -1.7264755    -2.0956078
   -1.4204185    -4.661785     -0.20302884    1.962649     -1.2595943
    3.407631     -1.7616764    -2.2111304     1.8305815     1.2416139
   -0.9133243     1.1468624    -5.1357975    -0.7426709     2.430381
   -2.8405862    -2.3197374    -6.5512376    -0.54227096    0.2204597
    0.23863263    1.0728639    -1.9887195    -2.339718     -2.4322412 ]",reggae
"[-9.3518982e+01  8.0199570e+01 -3.2109210e-01  1.5246740e+01
  4.3359027e+00  9.0500536e+00  1.6788758e+00  2.5456696e+00
 -4.2962642e+00  9.9933988e-01 -1.6968484e+00 -2.9973218e+00
  2.2623456e+00 -2.0905142e+00  3.2001776e-01 -4.3863263e+00
 -4.0574255e+00 -3.1715336e+00 -5.4251661e+00 -2.1440194e+00
  1.2108916e+00  1.4755816e+00  7.6801544e-01 -1.9554248e+00
 -1.6520026e-01  6.4386815e-01 -2.0543337e+00 -2.4128511e+00
 -1.7979860e+00  4.0277953e+00  3.1345446e+00 -7.6363079e-02
 -4.7433429e+00 -5.1944160e+00 -2.5531707e+00 -1.7778822e+00
 -2.3744776e+00 -2.2876654e+00 -1.4052083e+00 -6.1548090e-01]",reggae
"[-301.4973       77.235374    -13.607271     39.30776       1.6184665
   16.896568     -7.250595     -3.603078      1.1652855    -3.2659786
   -8.429975     -3.6008189    -2.6064854    -7.229345     -2.441047
    0.76543975   -8.95251      -2.6478438    -5.494559     -8.399517
   -5.9552298    -6.181834     -6.752579     -1.6830373    -8.340697
   -3.6525612     3.8827083     3.3029428     0.87133515   -2.931333
    0.4271144    -6.3872247    -1.7431792     4.427121      4.2308664
    3.45337       0.53432846   -1.2832941    -3.6510432    -0.45280156]",reggae
"[-74.10668     57.996204     9.13596     29.254284    12.531281
  -0.1868652    0.15999462   1.3688494   -5.0895095    1.3554951
   2.846724    -1.5618769    0.8844494    1.0319656   -4.334434
  -3.753367    -3.6678789   -1.0595723   -4.1095676   -4.1353154
  -1.4265815   -1.559048    -2.4267726    0.11120126  -1.0238261
   0.7960653   -1.8221453   -3.2646265   -8.680846    -9.20916
  -2.5785687   -0.9326668   -1.070558    -4.8071766   -3.2587714
  -2.1845925    0.21007031  -2.3984172   -1.9483331   -1.7792006 ]",reggae
"[-2.65698486e+02  8.06396255e+01  9.73763275e+00  3.66474533e+01
  2.78277836e+01  1.20862932e+01  1.50113535e+01  1.51130304e+01
  6.55915260e+00  6.28274679e+00  7.48447037e+00  5.64365053e+00
  4.34883118e+00  3.08915925e+00  2.40808558e+00  2.18964100e+00
  2.48072386e+00  1.27730596e+00 -2.12892473e-01  8.12067628e-01
  3.88100713e-01 -9.20816302e-01 -1.84711623e+00 -9.18010652e-01
  6.72224879e-01  1.85403466e-01  3.70740324e-01 -9.37152684e-01
  5.69765687e-01  3.02549154e-01 -1.91591799e+00 -5.22960758e+00
 -6.43592596e+00 -3.01300716e+00  4.12334174e-01  1.71252918e+00
  9.67498720e-01  2.53533936e+00  2.60597897e+00 -1.36075699e+00]",reggae
"[-1.68589310e+02  1.09539154e+02 -2.06548157e+01  3.89436493e+01
  7.95773363e+00  3.36937666e-01  6.04809475e+00  4.08280611e+00
 -1.36423755e+00  1.20435908e-01  2.42694333e-01  3.47312272e-01
  5.30225658e+00  3.68207669e+00  2.85455084e+00  4.48049879e+00
  8.10797334e-01  3.00539541e+00  1.51950741e+00  2.45154810e+00
  1.08750761e+00  1.16053498e+00  7.34127104e-01 -1.26922238e+00
  2.49853683e+00  5.52382517e+00  1.75909722e+00 -3.48532248e+00
 -6.41391373e+00 -1.78227115e+00  3.99409676e+00  3.29414845e+00
 -1.02270961e+00 -3.71307349e+00  5.69460213e-01  1.25351310e+00
 -1.75376582e+00 -9.85718608e-01  3.29485154e+00  1.59288943e+00]",reggae
"[-7.0077705e+01  5.4365875e+01  1.5587820e+01  1.9808748e+01
  2.7015232e+01  1.3240907e+01  6.8964958e-01  1.0069888e+01
  6.6825600e+00 -3.0866414e-01  2.9699030e+00  6.0213785e+00
  1.0961132e+00  3.1661172e+00  2.4375175e-01  3.0394015e+00
 -5.6013856e+00 -1.3116503e+00 -1.9586649e+00 -8.7100401e+00
 -2.8033416e+00 -2.9236230e-01 -4.4764624e+00  6.6274598e-02
 -2.8907433e+00  2.9108558e+00  3.2494023e-01  5.6918707e+00
 -3.1395235e+00 -3.7919095e-01 -3.0447328e+00  3.3783492e-01
 -1.4570297e+00 -2.9448040e+00 -5.5817180e+00 -1.0652092e+00
 -4.9808474e+00 -3.0917382e+00 -5.5142608e+00 -3.8121328e+00]",reggae
"[-6.61089249e+01  9.78838120e+01 -1.88316746e+01  2.69319439e+01
  1.40035076e+01  6.00776768e+00  9.44209003e+00  1.05661163e+01
 -1.42259493e-01  8.12561893e+00  1.05338440e+01  8.00086594e+00
  3.81415558e+00  4.01489401e+00  2.71437097e+00  4.22086477e-01
 -4.20336390e+00  1.01320155e-01  1.48732156e-01 -3.14815450e+00
 -2.06850362e+00 -3.22471356e+00 -6.47876930e+00 -3.28487229e+00
 -3.13933659e+00  1.04807079e+00  4.37786722e+00  2.21106505e+00
  1.21777153e+00  1.65542257e+00  2.15389180e+00  4.16725688e-02
 -3.78338170e+00 -4.17347574e+00 -3.93101907e+00 -3.16882491e+00
 -2.32566667e+00 -1.24246359e+00 -6.36911869e-01 -1.33833969e+00]",reggae
"[-1.47102890e+02  1.20109085e+02 -2.16029282e+01  3.96394348e+01
  6.94243050e+00  1.50837564e+01 -1.01468647e+00  1.59405212e+01
  2.54706168e+00  4.49618196e+00  1.56983081e-02  4.32693720e+00
  4.64097452e+00  4.00783539e+00  3.05687356e+00  5.36081851e-01
 -6.15078688e+00 -1.67013991e+00 -7.34014332e-01  1.88969135e-01
 -9.12673533e-01  3.11782002e+00  1.75088570e-01 -3.90641761e+00
 -4.13900614e+00 -5.15694046e+00 -1.67392385e+00 -3.11630607e-01
 -1.50313246e+00 -1.27197480e+00  1.82462484e-01  3.88019413e-01
 -5.66210113e-02 -9.54422176e-01  7.33370900e-01 -1.13985038e+00
 -3.53234673e+00 -4.79174757e+00 -2.25534701e+00 -4.46319699e-01]",reggae
"[-1.3295634e+02  1.1710542e+02 -2.7939985e+00  2.2532909e+01
  2.5915470e+01  2.8717512e-01  1.3512288e+01  3.4034061e+00
  4.5273428e+00  5.4650509e-01 -6.9268540e-02  5.0954561e+00
 -1.5438725e-01  1.2712340e+00  3.0638075e+00  1.3959585e+00
 -5.4906791e-01  1.3847606e-01 -1.0477422e+00 -4.0538341e-02
 -1.0902596e+00 -2.0931478e-01 -7.9685479e-01 -4.2469058e+00
 -2.9330573e+00 -2.1298213e+00 -5.1647425e+00 -2.4526534e+00
 -2.2560213e+00  1.1919016e+00  3.5078547e+00  2.3771756e+00
  2.6421747e+00  1.5553908e+00 -2.2544477e+00 -7.3560429e-01
 -8.2426924e-01 -3.8857214e+00 -2.8861923e-02  2.2246914e-02]",reggae
"[-1.9477910e+02  8.3052208e+01 -7.6357841e-01  3.2335640e+01
  2.8098269e+00  2.3164373e+01  2.9725366e+00  1.4224822e+01
  8.5458679e+00  1.0442086e+01  7.0725369e+00  8.8115187e+00
  1.4220294e+00  5.4063334e+00  2.7486744e+00  5.2465186e+00
  1.6419295e+00  5.0925702e-01  1.1366340e+00 -1.5712875e+00
 -3.7956855e+00 -1.5067292e+00  9.9535547e-02  2.3955567e+00
  1.6327256e+00  5.9211427e-01 -2.8278830e+00  1.9282899e+00
  8.0854392e-01 -6.3205075e-01 -1.8257176e+00 -4.4676704e+00
 -1.2696972e+00  1.3955221e-01 -2.4430546e-01  1.4099882e+00
 -2.4776587e+00 -5.8705077e+00 -6.3243923e+00 -5.3176579e+00]",reggae
"[-1.4286499e+02  8.3642670e+01  2.1931343e+01  3.3857204e+01
  4.6307330e+00  4.1718545e+00  1.9529550e+00  2.1814587e+01
 -5.9484229e+00  4.9807540e-01  1.7418322e+01 -1.1428199e+01
  1.0545863e+01  2.1926298e+00  1.4132135e+00  1.7556376e+00
 -1.4000323e+00  2.0191333e+00 -1.8894256e+00  6.3182914e-01
  3.7725723e+00 -9.4425964e-01  8.2755131e-01 -2.0834184e+00
 -2.4882276e+00 -4.4723158e+00 -1.4231585e+00 -3.7348108e+00
 -3.6579278e-01  5.2665896e+00  1.9142524e+00  9.3531542e-02
 -4.1732826e+00 -5.4086037e+00 -4.8867159e+00 -2.8752482e+00
 -1.6189566e+00 -2.4345455e+00 -3.6486013e+00 -5.8733386e-01]",reggae
"[-1.3679089e+02  7.5604500e+01 -5.3262310e+00  2.3456251e+01
  7.7529633e-01  1.2287903e+01  4.4736085e+00  5.1640868e+00
 -6.2544376e-02  9.0365505e+00  4.8868032e+00  2.3323920e+00
  5.4959455e+00  6.5650946e-01  1.4731553e+00  3.8391278e+00
 -1.5909672e+00 -1.7157856e+00 -4.4436688e+00 -9.7046747e+00
 -7.1563964e+00 -5.6515293e+00 -3.7901833e+00  1.4474624e+00
  2.1492319e+00 -1.7256590e+00 -7.2528234e+00 -4.5388761e+00
 -4.7918186e+00 -2.2105386e+00 -2.7659686e+00 -7.2142658e+00
 -8.6900434e+00 -7.3463430e+00 -7.4035734e-01  2.4680772e+00
 -6.9291043e-01 -5.8683748e+00 -9.1754169e+00 -7.3351164e+00]",reggae
